tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
690,32:30.9,44:00.9,3220,5 Corners Library,40.73496102,-74.05950308,3207,Oakland Ave,40.7376037,-74.0524783,26223,Subscriber,1979,1
192,32:31.5,35:44.3,3198,Heights Elevator,40.74871595,-74.0404433,3196,Riverview Park,40.7443187,-74.0439909,29573,Subscriber,1990,1
299,34:21.5,39:21.1,3275,Columbus Drive,40.7183552,-74.03891444,3272,Jersey & 3rd,40.72333159,-74.04595256,29673,Subscriber,1985,1
327,38:26.9,43:54.7,3185,City Hall,40.7177325,-74.043845,3272,Jersey & 3rd,40.72333159,-74.04595256,29245,Subscriber,1968,1
107,38:33.7,40:21.0,3211,Newark Ave,40.72152515,-74.04630454,3213,Van Vorst Park,40.71848892,-74.04772663,26188,Subscriber,1977,1
568,39:45.1,49:13.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3481,York St,40.71649,-74.04105,26287,Subscriber,1983,2
135,42:45.6,45:00.8,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,29592,Subscriber,1988,2
285,45:04.6,49:49.9,3184,Paulus Hook,40.7141454,-74.0335519,3481,York St,40.71649,-74.04105,29519,Subscriber,1968,1
232,46:11.0,50:03.0,3185,City Hall,40.7177325,-74.043845,3481,York St,40.71649,-74.04105,41769,Subscriber,1967,1
533,46:55.5,55:49.4,3639,Harborside,40.7192517,-74.034234,3203,Hamilton Park,40.72759597,-74.04424731,29283,Subscriber,1989,1
182,48:21.8,51:24.5,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,29592,Subscriber,1988,2
278,49:58.8,54:36.9,3267,Morris Canal,40.71241882,-74.03852552,3275,Columbus Drive,40.7183552,-74.03891444,29580,Subscriber,1960,1
307,50:31.9,55:39.1,3272,Jersey & 3rd,40.72333159,-74.04595256,3269,Brunswick & 6th,40.72601173,-74.05038893,29245,Subscriber,1968,1
382,52:21.5,58:43.7,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,26286,Subscriber,1985,1
203,54:21.2,57:45.1,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,29502,Subscriber,1969,1
